total_images,last_price,total_area,first_day_exposition,rooms,ceiling_height,floors_total,living_area,floor,is_apartment,studio,open_plan,kitchen_area,balcony,locality_name,cityCenters_nearest,days_exposition
9,5000000.0,65.0,2017-05-03T00:00:00,3,2.5,16.0,40.4,1,False,False,False,11.0,0.0,Санкт-Петербург,12348.0,358.00000000000006
3,13000000.0,95.0,2016-05-18T00:00:00,3,2.8,20.0,50.0,15,False,False,False,20.0,5.0,Санкт-Петербург,15032.0,90.00000000000001
15,5500000.0,69.1,2018-02-12T00:00:00,2,2.78,21.0,,19,False,False,False,13.0,1.0,деревня Кудрово,,140.0
5,2655000.0,26.18,2018-11-11T00:00:00,1,,25.0,18.23,11,False,False,False,,2.0,Санкт-Петербург,15129.0,45.00000000000001
2,4950000.0,54.0,2018-01-20T00:00:00,2,,8.0,32.0,2,False,False,False,6.8,1.0,Пушкин,24889.0,
12,5399000.0,60.3,2018-06-02T00:00:00,4,2.5,5.0,44.0,2,False,False,False,7.4,0.0,Санкт-Петербург,17498.0,125.0
8,4000000.0,42.0,2016-05-21T00:00:00,2,,6.0,24.0,1,False,False,False,15.4,0.0,Санкт-Петербург,4571.0,369.00000000000006
13,3150000.0,30.0,2019-03-20T00:00:00,1,,3.0,17.0,3,False,False,False,5.3,0.0,Санкт-Петербург,12504.0,
12,7180000.0,74.5,2017-11-15T00:00:00,3,,26.0,46.0,5,False,False,False,9.6,0.0,Санкт-Петербург,15985.0,57.0
20,4800000.0,38.0,2017-12-01T00:00:00,1,,6.0,18.0,2,False,False,False,8.0,0.0,Санкт-Петербург,2004.0,5.0
6,4500000.0,78.1,2017-12-18T00:00:00,4,2.5,9.0,55.0,9,False,False,False,9.6,0.0,Колпино,31197.0,60.0
6,3770000.0,45.0,2015-04-21T00:00:00,2,2.6,9.0,27.0,2,False,False,False,7.0,0.0,Санкт-Петербург,12503.0,707.0000000000001
9,3000000.0,31.0,2017-01-21T00:00:00,1,,5.0,17.0,3,False,False,False,6.0,0.0,Санкт-Петербург,14930.0,15.0
4,3200000.0,33.3,2016-01-29T00:00:00,1,2.68,9.0,17.4,5,False,False,False,7.8,0.0,Санкт-Петербург,11382.0,162.0
14,5950000.0,64.0,2016-06-17T00:00:00,3,,5.0,41.0,4,False,False,False,8.0,1.0,Пушкин,25607.0,104.0
18,2560000.0,43.0,2017-01-26T00:00:00,1,2.5,18.0,10.0,15,False,False,False,20.0,0.0,поселок городского типа имени Свердлова,,276.0
3,3521100.0,36.2,2015-09-20T00:00:00,1,2.58,25.0,15.5,18,False,False,False,9.4,1.0,Санкт-Петербург,11538.0,789.0
20,3640000.0,39.0,2015-04-22T00:00:00,1,,18.0,19.0,9,False,False,False,10.0,1.0,Санкт-Петербург,21778.0,
7,4110000.0,42.2,2017-08-20T00:00:00,2,2.5,5.0,28.0,2,False,False,False,6.0,1.0,Санкт-Петербург,11635.0,170.0
20,3600000.0,25.5,2019-03-28T00:00:00,1,2.7,15.0,17.0,10,False,False,False,,2.0,Санкт-Петербург,13347.0,21.0
11,3990000.0,42.0,2018-01-21T00:00:00,2,2.5,5.0,,5,False,False,False,,0.0,Санкт-Петербург,11693.0,306.0
16,5500000.0,42.0,2018-03-26T00:00:00,1,3.0,5.0,10.5,1,False,False,False,22.0,0.0,Санкт-Петербург,,352.00000000000006
16,4190000.0,32.0,2018-06-15T00:00:00,1,,17.0,16.0,17,False,False,False,9.0,0.0,Санкт-Петербург,14616.0,13.0
17,4600000.0,39.0,2019-04-28T00:00:00,2,2.4,9.0,23.8,8,False,False,False,7.4,0.0,Санкт-Петербург,12296.0,
13,2250000.0,33.3,2017-11-23T00:00:00,1,2.75,9.0,15.0,6,False,False,False,8.8,0.0,Шлиссельбург,,205.0
14,7100000.0,72.4,2018-10-22T00:00:00,3,3.2,7.0,36.4,1,False,False,False,14.5,0.0,Санкт-Петербург,4728.0,56.0
1,6900000.0,78.0,2015-05-21T00:00:00,3,,5.0,49.0,1,False,False,False,8.0,0.0,Пушкин,27898.0,613.0
9,5150000.0,38.0,2017-05-10T00:00:00,1,,25.0,15.3,13,False,False,False,10.6,2.0,Санкт-Петербург,12323.0,189.00000000000003
4,10450000.0,80.5,2016-03-10T00:00:00,2,,8.0,36.5,5,False,False,False,16.5,0.0,Санкт-Петербург,7954.0,197.0
16,3150000.0,46.0,2017-12-14T00:00:00,2,,4.0,,2,False,False,False,,0.0,Шлиссельбург,,40.0
6,8300000.0,68.0,2017-11-22T00:00:00,2,,15.0,33.2,7,False,False,False,15.0,0.0,Санкт-Петербург,14887.0,117.0
14,6899000.0,51.0,2018-10-08T00:00:00,1,2.5,25.0,22.0,6,False,False,False,11.0,0.0,Санкт-Петербург,11242.0,45.00000000000001
16,3300000.0,44.8,2017-04-26T00:00:00,2,,5.0,28.0,2,False,False,False,,0.0,Санкт-Петербург,17479.0,145.0
13,4200000.0,33.5,2017-06-20T00:00:00,1,2.5,9.0,17.3,4,False,False,False,8.0,0.0,Санкт-Петербург,17928.0,570.0
12,8300000.0,61.0,2017-11-21T00:00:00,2,,12.0,27.4,9,False,False,False,11.5,1.0,Санкт-Петербург,10720.0,14.0
6,3600000.0,61.5,2018-12-27T00:00:00,3,2.6,5.0,40.4,3,False,False,False,7.3,1.0,посёлок Тельмана,,
8,4700000.0,46.0,2018-09-10T00:00:00,2,2.5,9.0,29.3,5,False,False,False,7.5,0.0,Санкт-Петербург,16782.0,52.0
13,8200000.0,80.0,2019-03-26T00:00:00,3,2.65,12.0,47.0,8,False,False,False,15.0,0.0,Санкт-Петербург,13188.0,17.0
6,2800000.0,51.2,2018-08-23T00:00:00,2,2.55,5.0,30.5,3,False,False,False,8.8,2.0,посёлок городского типа Лебяжье,,7.0
17,10450000.0,109.3,2019-02-25T00:00:00,5,3.3,7.0,67.0,6,False,False,False,9.5,0.0,Санкт-Петербург,5042.0,21.0
1,2527570.0,42.4,2016-11-25T00:00:00,1,2.56,18.0,19.9,16,False,False,False,,0.0,Никольское,,549.0
4,1870000.0,20.0,2018-03-06T00:00:00,1,2.5,5.0,14.0,1,False,False,False,2.0,0.0,Санкт-Петербург,15654.0,45.00000000000001
8,2300000.0,37.5,2018-12-26T00:00:00,2,2.6,2.0,17.36,2,False,False,False,12.83,0.0,поселок Первомайское,,
2,1450000.0,52.7,2016-10-17T00:00:00,3,2.7,5.0,36.0,1,False,False,False,6.0,0.0,Волхов,,156.0
16,6900000.0,46.0,2019-03-18T00:00:00,2,,17.0,27.0,16,False,False,False,9.0,0.0,Санкт-Петербург,14616.0,
14,3600000.0,29.0,2018-12-11T00:00:00,1,2.55,9.0,15.1,3,False,False,False,6.6,0.0,Санкт-Петербург,12942.0,6.000000000000001
13,21000000.0,118.9,2017-11-27T00:00:00,4,3.4,6.0,82.4,2,False,False,False,11.5,0.0,Санкт-Петербург,4950.0,13.0
4,2700000.0,25.7,2018-01-01T00:00:00,0,2.7,24.0,18.5,19,False,True,False,,2.0,Санкт-Петербург,11678.0,5.0
15,14000000.0,137.0,2015-08-31T00:00:00,5,3.0,7.0,90.0,4,False,False,False,23.0,1.0,Санкт-Петербург,3088.0,1046.0
14,10700000.0,65.0,2018-11-30T00:00:00,2,3.1,15.0,34.0,13,False,False,False,,5.0,Санкт-Петербург,14887.0,
0,3570000.0,58.0,2017-10-18T00:00:00,3,2.6,9.0,40.0,2,False,False,False,7.0,0.0,Колпино,31121.0,43.0
0,2780000.0,42.6,2014-12-08T00:00:00,2,2.5,4.0,28.7,3,False,False,False,6.0,1.0,Коммунар,,1229.0
20,3200000.0,32.5,2016-05-03T00:00:00,1,,9.0,17.9,2,False,False,False,6.3,0.0,Санкт-Петербург,16829.0,89.00000000000001
13,8000000.0,77.2,2017-04-05T00:00:00,2,,3.0,30.9,3,False,False,False,19.7,0.0,Санкт-Петербург,4734.0,726.0000000000001
6,5340000.0,58.0,2017-08-07T00:00:00,2,2.53,16.0,30.8,5,False,False,False,8.1,0.0,Санкт-Петербург,21138.0,33.0
14,5800000.0,74.0,2017-10-20T00:00:00,4,,9.0,54.0,1,False,False,False,7.0,0.0,Санкт-Петербург,12730.0,379.00000000000006
20,8865000.0,104.5,2018-05-17T00:00:00,4,3.0,5.0,72.2,3,False,False,False,9.4,0.0,Санкт-Петербург,8390.0,169.0
5,11403209.0,108.4,2016-09-21T00:00:00,4,2.7,10.0,68.7,7,False,False,False,10.7,0.0,Санкт-Петербург,5299.0,765.0000000000001
2,8100000.0,58.0,2018-02-16T00:00:00,2,,7.0,31.2,6,False,False,False,10.7,0.0,Санкт-Петербург,5332.0,60.0
3,5127100.0,64.9,2016-01-15T00:00:00,2,,24.0,31.8,1,False,False,False,11.1,0.0,Санкт-Петербург,21403.0,1004.0
6,5450000.0,67.3,2016-06-30T00:00:00,3,2.5,9.0,44.0,7,False,False,False,8.8,1.0,Санкт-Петербург,14442.0,60.0
10,7400000.0,79.8,2018-10-02T00:00:00,3,2.6,10.0,49.1,1,False,False,False,10.9,0.0,Санкт-Петербург,12447.0,7.0
11,3499000.0,36.0,2017-04-27T00:00:00,1,2.7,12.0,19.8,6,False,False,False,8.0,0.0,Санкт-Петербург,12738.0,61.0
17,5870000.0,84.0,2019-03-06T00:00:00,3,,10.0,52.8,6,False,False,False,11.0,1.0,посёлок Парголово,21529.0,
5,2800000.0,63.1,2019-02-06T00:00:00,3,2.5,5.0,,3,False,False,False,6.0,1.0,Тихвин,,
9,4300000.0,35.6,2018-02-24T00:00:00,1,2.5,9.0,18.0,8,False,False,False,7.0,1.0,Санкт-Петербург,7467.0,45.00000000000001
8,1500000.0,36.4,2018-07-11T00:00:00,2,2.5,2.0,23.3,1,False,False,False,6.0,0.0,поселок Запорожское,,
2,4900000.0,55.9,2017-02-12T00:00:00,3,,9.0,38.0,3,False,False,False,7.5,0.0,Сестрорецк,35845.0,411.0
2,9016000.0,78.4,2016-02-04T00:00:00,3,2.6,25.0,45.18,2,False,False,False,10.72,0.0,Санкт-Петербург,12153.0,159.0
0,5100000.0,58.0,2015-11-17T00:00:00,3,,9.0,38.0,3,False,False,False,7.1,2.0,Санкт-Петербург,16169.0,230.0
7,5100000.0,47.0,2017-11-29T00:00:00,2,2.5,9.0,28.4,9,False,False,False,9.0,1.0,Санкт-Петербург,14031.0,9.0
17,8300000.0,69.6,2017-09-13T00:00:00,2,3.55,5.0,47.0,4,False,False,False,7.5,0.0,Санкт-Петербург,3423.0,66.0
10,4900000.0,62.0,2019-04-24T00:00:00,2,,11.0,35.7,10,False,False,False,10.1,2.0,посёлок Парголово,21565.0,
19,5390000.0,50.8,2017-11-10T00:00:00,2,,10.0,30.5,6,False,False,False,8.6,2.0,Санкт-Петербург,11493.0,364.00000000000006
10,8000000.0,70.6,2018-07-10T00:00:00,2,,4.0,44.4,2,False,False,False,10.6,0.0,Санкт-Петербург,3904.0,17.0
7,3750000.0,45.0,2017-09-10T00:00:00,2,,9.0,28.0,3,False,False,False,8.5,0.0,Санкт-Петербург,15218.0,67.0
15,20300000.0,130.0,2017-12-07T00:00:00,3,3.7,4.0,,3,False,False,False,,0.0,Санкт-Петербург,4148.0,90.00000000000001
15,5850000.0,54.6,2019-04-30T00:00:00,2,3.0,7.0,33.1,3,False,False,False,8.0,0.0,Санкт-Петербург,8414.0,
12,14500000.0,111.0,2018-08-18T00:00:00,3,2.8,25.0,65.4,21,False,False,False,12.0,0.0,Санкт-Петербург,9289.0,70.0
1,3900000.0,52.0,2017-11-24T00:00:00,2,2.7,9.0,28.5,5,False,False,False,7.4,0.0,Петергоф,49550.0,23.000000000000004
7,5616379.0,47.4,2018-07-23T00:00:00,1,3.0,4.0,20.52,3,True,False,False,14.04,2.0,Санкт-Петербург,20802.0,
19,7300000.0,45.0,2017-12-01T00:00:00,1,2.8,16.0,18.0,11,False,False,False,13.0,0.0,Санкт-Петербург,11323.0,74.0
7,8500000.0,113.0,2015-07-31T00:00:00,4,,25.0,62.0,3,False,False,False,14.0,0.0,Санкт-Петербург,13662.0,430.0
14,2300000.0,61.5,2017-05-22T00:00:00,2,3.05,2.0,36.6,2,False,False,False,7.8,1.0,Приозерск,,162.0
18,5750000.0,57.1,2018-10-22T00:00:00,3,2.6,9.0,38.8,2,False,False,False,7.0,2.0,Санкт-Петербург,12539.0,24.000000000000004
20,3450000.0,31.5,2018-09-24T00:00:00,1,2.5,5.0,18.0,3,False,False,False,5.5,0.0,Санкт-Петербург,14119.0,15.0
18,4800000.0,40.0,2018-05-30T00:00:00,1,2.69,12.0,20.0,6,False,False,False,8.0,2.0,Санкт-Петербург,11510.0,151.0
15,4700000.0,47.3,2017-01-20T00:00:00,2,2.57,10.0,28.5,5,False,False,False,6.9,2.0,Санкт-Петербург,15500.0,145.0
15,5050000.0,58.0,2017-11-22T00:00:00,3,,5.0,43.6,3,False,False,False,5.7,1.0,Санкт-Петербург,9183.0,12.000000000000002
18,2350000.0,35.0,2018-01-02T00:00:00,1,2.6,16.0,17.0,4,False,False,False,10.0,0.0,Всеволожск,,104.0
5,3195000.0,35.05,2016-02-25T00:00:00,1,2.7,25.0,17.35,9,False,False,False,9.18,0.0,деревня Кудрово,,602.0
4,7100000.0,127.0,2018-04-04T00:00:00,3,2.75,5.0,,3,False,False,False,26.5,0.0,Санкт-Петербург,9637.0,349.00000000000006
20,15000000.0,59.0,2017-07-25T00:00:00,2,,12.0,30.0,9,False,False,False,13.0,0.0,Санкт-Петербург,7963.0,15.0
6,7900000.0,85.6,2016-06-22T00:00:00,3,,5.0,61.3,1,False,False,False,7.0,0.0,Санкт-Петербург,4049.0,189.00000000000003
7,6100000.0,70.3,2016-02-18T00:00:00,3,2.6,9.0,44.2,2,False,False,False,8.8,0.0,Санкт-Петербург,14409.0,280.0
6,1050000.0,55.0,2017-06-17T00:00:00,2,,9.0,30.0,3,False,False,False,8.0,1.0,Сланцы,,33.0
1,10650000.0,106.9,2017-11-10T00:00:00,3,,25.0,56.0,5,False,False,False,15.9,2.0,Санкт-Петербург,4622.0,35.0
5,15000000.0,102.18,2017-11-09T00:00:00,3,3.0,19.0,52.6,17,False,False,False,10.0,2.0,Санкт-Петербург,4500.0,90.00000000000001
3,3045000.0,32.83,2018-02-22T00:00:00,1,,22.0,,4,False,False,False,,0.0,посёлок Мурино,,45.00000000000001
0,5170000.0,64.2,2017-11-08T00:00:00,3,,15.0,42.0,14,False,False,False,10.3,0.0,Санкт-Петербург,11100.0,21.0
3,3100000.0,22.7,2018-08-22T00:00:00,0,3.33,5.0,17.0,2,False,True,False,,0.0,Санкт-Петербург,3363.0,27.0
7,3600000.0,43.4,2017-11-01T00:00:00,2,,5.0,28.1,1,False,False,False,5.2,0.0,Пушкин,27262.0,
4,5318994.0,48.1,2018-06-09T00:00:00,1,,3.0,,3,False,False,False,16.8,0.0,Санкт-Петербург,21700.0,275.0
5,13043097.0,107.9,2015-09-20T00:00:00,4,2.75,11.0,67.6,6,False,False,False,10.9,2.0,Санкт-Петербург,5954.0,1094.0
4,3100000.0,56.4,2017-06-14T00:00:00,2,2.5,10.0,30.0,2,False,False,False,11.0,0.0,деревня Новое Девяткино,,247.0
11,3150000.0,30.7,2018-07-18T00:00:00,1,2.6,5.0,15.7,1,False,False,False,7.3,0.0,Санкт-Петербург,15371.0,30.0
15,5300000.0,55.0,2017-02-13T00:00:00,2,2.7,6.0,32.0,4,False,False,False,8.0,1.0,Санкт-Петербург,12746.0,250.0
15,4390000.0,42.8,2016-02-21T00:00:00,1,3.1,14.0,15.8,11,False,False,False,9.3,2.0,Санкт-Петербург,15582.0,332.0
20,6800000.0,60.0,2018-10-02T00:00:00,2,2.5,3.0,34.0,3,False,False,False,9.1,0.0,Санкт-Петербург,1384.0,120.0
8,8500000.0,90.0,2017-09-29T00:00:00,4,2.5,9.0,59.1,4,False,False,False,7.5,1.0,Санкт-Петербург,7037.0,29.0
11,1650000.0,58.0,2018-01-12T00:00:00,3,2.5,5.0,,5,False,False,False,,0.0,деревня Батово,,45.00000000000001
1,10379600.0,67.4,2018-03-15T00:00:00,2,,14.0,36.0,12,False,False,False,12.35,2.0,Санкт-Петербург,6017.0,34.0
3,3460000.0,40.45,2018-03-02T00:00:00,1,2.65,17.0,14.77,16,False,False,False,15.33,1.0,поселок Бугры,,24.000000000000004
8,3340000.0,42.0,2017-01-31T00:00:00,1,,14.0,17.0,13,False,False,False,12.0,0.0,деревня Кудрово,,350.00000000000006
5,11900000.0,70.0,2017-08-08T00:00:00,2,3.0,6.0,40.0,2,False,False,False,12.0,0.0,Санкт-Петербург,15116.0,120.0
6,12000000.0,98.0,2017-09-27T00:00:00,3,3.4,2.0,68.0,2,False,False,False,10.0,0.0,Санкт-Петербург,1325.0,109.0
9,7850000.0,72.5,2017-11-10T00:00:00,2,3.1,4.0,47.2,3,False,False,False,8.4,0.0,Санкт-Петербург,5044.0,188.00000000000003
11,3300000.0,40.5,2017-04-27T00:00:00,1,2.6,19.0,18.84,18,False,False,False,12.25,1.0,Санкт-Петербург,15319.0,29.0
10,3950000.0,72.0,2017-12-16T00:00:00,2,,6.0,,4,False,False,False,,0.0,Выборг,,38.0
10,9300000.0,147.8,2017-11-29T00:00:00,4,,5.0,108.0,4,False,False,False,10.8,0.0,Санкт-Петербург,1579.0,225.0
6,4050000.0,34.0,2018-01-16T00:00:00,1,2.7,10.0,16.0,4,False,False,False,9.0,0.0,Санкт-Петербург,15683.0,29.0
15,3900000.0,60.0,2018-02-17T00:00:00,3,2.5,5.0,43.0,5,False,False,False,7.7,0.0,Колпино,29816.0,216.0
15,4200000.0,56.0,2018-03-26T00:00:00,2,2.5,5.0,33.0,2,False,False,False,9.3,1.0,посёлок городского типа Рощино,,360.00000000000006
10,5250000.0,29.6,2018-07-12T00:00:00,1,3.0,5.0,16.4,5,False,False,False,6.2,1.0,Санкт-Петербург,2733.0,55.0
2,5100000.0,33.0,2018-07-08T00:00:00,1,2.5,22.0,17.0,9,False,False,False,6.0,0.0,Санкт-Петербург,10644.0,113.0
15,13900000.0,108.0,2018-10-25T00:00:00,2,,5.0,46.4,4,False,False,False,27.9,0.0,Санкт-Петербург,5408.0,132.0
17,6350000.0,65.5,2018-09-19T00:00:00,2,,25.0,24.0,16,False,False,False,20.9,2.0,Санкт-Петербург,11618.0,49.0
9,4100000.0,35.3,2018-01-10T00:00:00,1,2.75,27.0,8.5,11,False,False,False,16.1,2.0,Санкт-Петербург,15076.0,60.0
9,3490000.0,35.0,2018-09-23T00:00:00,1,,3.0,22.0,1,False,False,False,7.0,0.0,Санкт-Петербург,3940.0,15.0
2,3965000.0,35.7,2018-01-15T00:00:00,1,,16.0,14.0,14,False,False,False,10.0,0.0,Санкт-Петербург,8982.0,207.0
11,3580000.0,38.0,2018-01-15T00:00:00,1,2.73,22.0,17.2,21,False,False,False,10.3,2.0,посёлок Мурино,,294.0
10,2982847.0,33.95,2018-10-01T00:00:00,1,,5.0,11.0,5,False,False,False,,0.0,Санкт-Петербург,25866.0,145.0
1,40488000.0,144.6,2019-04-01T00:00:00,3,3.0,11.0,82.9,8,False,False,False,16.2,0.0,Санкт-Петербург,6941.0,
7,7203654.0,48.0,2017-03-21T00:00:00,1,,19.0,17.0,16,False,False,False,13.0,0.0,Санкт-Петербург,4670.0,218.0
11,5200000.0,36.0,2019-04-08T00:00:00,1,2.8,6.0,17.0,2,False,False,False,8.0,2.0,Санкт-Петербург,12184.0,
8,3500000.0,43.1,2018-01-12T00:00:00,1,,14.0,16.52,7,False,False,False,13.25,2.0,деревня Кудрово,,32.0
8,2670000.0,32.0,2019-01-30T00:00:00,1,2.5,5.0,18.0,3,False,False,False,6.0,0.0,посёлок Металлострой,28153.0,4.0
16,3100000.0,33.9,2017-07-24T00:00:00,1,,6.0,16.0,4,False,False,False,10.2,0.0,поселок городского типа Токсово,,45.00000000000001
14,4000000.0,32.6,2019-03-28T00:00:00,1,2.5,12.0,18.3,7,False,False,False,7.7,0.0,Санкт-Петербург,9869.0,6.000000000000001
12,6500000.0,52.0,2019-04-24T00:00:00,2,2.7,16.0,32.6,12,False,False,False,10.0,0.0,Санкт-Петербург,12627.0,
16,4690000.0,40.0,2016-12-12T00:00:00,1,2.7,24.0,20.5,13,False,False,False,10.5,0.0,Санкт-Петербург,9700.0,314.0
8,3950000.0,55.0,2018-10-28T00:00:00,2,2.6,5.0,52.5,1,False,False,False,9.0,2.0,Гатчина,,58.0
0,7000000.0,78.2,2016-04-07T00:00:00,3,,16.0,51.6,1,False,False,False,11.1,0.0,Санкт-Петербург,9551.0,172.0
13,6800000.0,49.0,2018-03-21T00:00:00,2,2.49,8.0,32.8,2,False,False,False,6.5,0.0,Санкт-Петербург,5614.0,21.0
4,4500000.0,43.7,2018-11-27T00:00:00,2,2.5,5.0,30.0,5,False,False,False,5.5,0.0,Санкт-Петербург,11433.0,24.000000000000004
0,600000.0,43.5,2018-07-02T00:00:00,1,2.5,5.0,,2,False,False,False,,0.0,поселок городского типа Никольский,,45.00000000000001
7,4900000.0,57.0,2017-09-12T00:00:00,3,2.5,5.0,41.0,3,False,False,False,5.0,0.0,Пушкин,25955.0,87.00000000000001
9,3790000.0,45.3,2017-10-08T00:00:00,2,,9.0,28.2,8,False,False,False,7.0,1.0,Санкт-Петербург,13799.0,232.0
7,3600000.0,45.2,2017-10-31T00:00:00,2,2.7,9.0,29.7,2,False,False,False,7.8,0.0,Сертолово,,22.000000000000004
4,4200000.0,45.8,2017-11-20T00:00:00,2,2.55,9.0,28.0,7,False,False,False,7.0,0.0,Санкт-Петербург,13906.0,128.0
10,2000000.0,44.7,2017-02-09T00:00:00,2,,9.0,25.7,9,False,False,False,7.0,1.0,Кингисепп,,28.0
9,4600000.0,46.0,2019-02-07T00:00:00,1,2.55,9.0,18.5,7,False,False,False,13.5,2.0,Санкт-Петербург,14877.0,54.0
8,3940000.0,31.23,2018-01-13T00:00:00,1,2.75,13.0,14.31,5,False,False,False,8.48,1.0,Санкт-Петербург,14995.0,222.0
4,3820000.0,33.54,2018-12-17T00:00:00,1,,12.0,15.85,5,False,False,False,10.15,0.0,Санкт-Петербург,19489.0,56.0
11,10500000.0,86.0,2019-03-14T00:00:00,3,2.5,14.0,49.0,8,False,False,False,14.0,0.0,Санкт-Петербург,13966.0,
5,4800000.0,54.1,2019-03-22T00:00:00,3,2.5,5.0,37.9,4,False,False,False,5.2,0.0,Санкт-Петербург,9717.0,
10,2500000.0,77.3,2018-11-03T00:00:00,2,,3.0,52.0,3,False,False,False,16.0,0.0,посёлок Щеглово,,
10,5461890.0,50.34,2018-10-10T00:00:00,2,,5.0,21.0,1,False,False,False,,0.0,Санкт-Петербург,25767.0,135.0
8,1450000.0,38.0,2017-11-29T00:00:00,1,2.55,2.0,16.5,2,False,False,False,16.0,0.0,посёлок городского типа Ульяновка,,142.0
7,800000.0,32.0,2018-03-24T00:00:00,1,2.5,5.0,17.0,1,False,False,False,7.5,0.0,поселок Глажево,,394.0
0,7300000.0,62.4,2018-09-17T00:00:00,2,2.7,16.0,33.0,8,False,False,False,18.0,0.0,Санкт-Петербург,11470.0,147.0
16,8490000.0,59.6,2018-11-01T00:00:00,3,3.02,6.0,37.7,6,False,False,False,8.5,0.0,Санкт-Петербург,4515.0,
20,3200000.0,31.9,2019-03-24T00:00:00,1,2.5,9.0,18.8,2,False,False,False,6.3,0.0,Петергоф,34907.0,
6,18500000.0,110.0,2018-08-03T00:00:00,2,3.0,6.0,72.0,5,False,False,False,10.0,0.0,Санкт-Петербург,3943.0,12.000000000000002
7,4150000.0,37.0,2018-10-09T00:00:00,1,2.7,25.0,15.8,13,False,False,False,,0.0,Санкт-Петербург,11968.0,45.00000000000001
4,3500000.0,67.0,2018-02-17T00:00:00,2,2.75,5.0,,2,False,False,False,,0.0,Всеволожск,,45.00000000000001
10,14400000.0,105.3,2017-02-17T00:00:00,3,3.06,6.0,57.2,3,False,False,False,19.2,0.0,Санкт-Петербург,5856.0,643.0
12,12150000.0,84.1,2018-11-27T00:00:00,3,2.7,15.0,36.4,10,False,False,False,28.56,2.0,Санкт-Петербург,8632.0,90.00000000000001
4,3900000.0,64.0,2016-09-01T00:00:00,2,2.7,5.0,29.0,1,False,False,False,10.0,0.0,Гатчина,,573.0
19,11800000.0,90.0,2019-04-15T00:00:00,3,3.0,16.0,47.0,10,False,False,False,20.0,0.0,Санкт-Петербург,12548.0,
20,2300000.0,31.8,2017-05-25T00:00:00,1,2.75,17.0,15.8,17,False,False,False,7.2,2.0,Кировск,,7.0
0,9680000.0,88.5,2016-11-30T00:00:00,3,,6.0,53.5,1,False,False,False,28.0,0.0,Санкт-Петербург,17793.0,481.0
14,4100000.0,41.4,2018-11-16T00:00:00,1,2.8,18.0,21.0,18,False,False,False,12.0,2.0,Санкт-Петербург,14782.0,25.0
1,4350000.0,50.0,2017-10-20T00:00:00,2,,27.0,25.0,20,False,False,False,10.0,0.0,посёлок Парголово,20206.0,45.00000000000001
4,1495000.0,22.0,2019-01-27T00:00:00,1,,18.0,,18,False,False,False,,2.0,Никольское,,
13,4000000.0,47.0,2016-07-05T00:00:00,2,,9.0,28.0,2,False,False,False,6.0,0.0,Санкт-Петербург,18398.0,42.0
19,4950000.0,46.32,2019-02-19T00:00:00,2,2.6,9.0,30.0,6,False,False,False,6.1,0.0,Санкт-Петербург,14570.0,
0,8320000.0,89.0,2016-05-23T00:00:00,3,,16.0,48.0,14,False,False,False,,2.0,Санкт-Петербург,11829.0,60.0
12,1899000.0,30.8,2017-09-06T00:00:00,1,,4.0,17.8,3,False,False,False,6.0,0.0,Отрадное,,14.0
10,2780000.0,34.0,2017-09-28T00:00:00,1,,27.0,16.1,3,False,False,False,9.4,1.0,посёлок Мурино,,6.000000000000001
7,3758556.0,34.9,2018-08-01T00:00:00,1,,7.0,12.71,5,False,False,False,11.71,0.0,Санкт-Петербург,19216.0,45.00000000000001
15,3299000.0,49.0,2016-05-18T00:00:00,1,3.0,6.0,20.0,6,False,False,False,12.0,0.0,Отрадное,,
18,5990000.0,71.0,2018-03-19T00:00:00,2,2.6,10.0,39.4,4,False,False,False,12.6,2.0,Санкт-Петербург,16446.0,25.0
20,14343480.0,93.2,2018-02-17T00:00:00,2,3.0,13.0,41.17,2,False,False,False,18.34,0.0,Санкт-Петербург,10720.0,251.0
1,2800000.0,34.0,2017-12-06T00:00:00,1,,9.0,18.0,4,False,False,False,6.3,0.0,Санкт-Петербург,16088.0,10.0
12,3349000.0,36.0,2018-08-05T00:00:00,1,2.6,12.0,21.3,10,False,False,False,7.2,0.0,Санкт-Петербург,11468.0,3.0000000000000004
6,3900000.0,40.0,2018-01-08T00:00:00,1,,16.0,20.0,16,False,False,False,10.0,0.0,Санкт-Петербург,13502.0,232.0
15,7100000.0,93.6,2017-10-03T00:00:00,3,,6.0,49.2,2,False,False,False,10.0,0.0,Санкт-Петербург,5317.0,339.0
1,6100000.0,73.0,2019-03-18T00:00:00,3,,9.0,42.0,9,False,False,False,12.0,1.0,Ломоносов,49927.0,3.0000000000000004
7,4130000.0,41.0,2016-03-19T00:00:00,1,,24.0,19.2,20,False,False,False,10.5,0.0,Санкт-Петербург,14769.0,91.0
11,3800000.0,39.0,2019-04-05T00:00:00,1,,12.0,20.0,2,False,False,False,10.0,0.0,Санкт-Петербург,22900.0,
0,2000000.0,41.1,2016-04-08T00:00:00,2,2.6,3.0,25.0,1,False,False,False,5.5,0.0,Никольское,,979.0
7,6700000.0,77.5,2018-10-27T00:00:00,3,2.6,18.0,47.2,10,False,False,False,13.9,0.0,Санкт-Петербург,12702.0,27.0
6,4000000.0,39.0,2017-04-11T00:00:00,1,,16.0,17.6,7,False,False,False,10.3,0.0,Санкт-Петербург,13538.0,191.00000000000003
