flight_id,departure_time,arrival_time,departure_airport,arrival_airport,aircraft_code
44069,2018-09-08 11:50:00+03,2018-09-08 12:45:00+03,HMA,SVX,SU9
44070,2018-10-07 11:50:00+03,2018-10-07 12:45:00+03,HMA,SVX,SU9
44071,2018-08-31 11:50:00+03,2018-08-31 12:45:00+03,HMA,SVX,SU9
44072,2018-11-02 11:50:00+03,2018-11-02 12:45:00+03,HMA,SVX,SU9
44073,2018-09-16 11:50:00+03,2018-09-16 12:45:00+03,HMA,SVX,SU9
44074,2018-08-17 11:50:00+03,2018-08-17 12:45:00+03,HMA,SVX,SU9
44075,2018-09-27 11:50:00+03,2018-09-27 12:45:00+03,HMA,SVX,SU9
44076,2018-08-08 11:50:00+03,2018-08-08 12:45:00+03,HMA,SVX,SU9
44077,2018-10-01 11:50:00+03,2018-10-01 12:45:00+03,HMA,SVX,SU9
44078,2018-08-16 11:50:00+03,2018-08-16 12:45:00+03,HMA,SVX,SU9
44079,2018-08-14 11:50:00+03,2018-08-14 12:45:00+03,HMA,SVX,SU9
44080,2018-07-17 11:50:00+03,2018-07-17 12:45:00+03,HMA,SVX,SU9
44081,2018-10-12 11:50:00+03,2018-10-12 12:45:00+03,HMA,SVX,SU9
44082,2018-11-01 11:50:00+03,2018-11-01 12:45:00+03,HMA,SVX,SU9
44083,2018-07-18 11:50:00+03,2018-07-18 12:45:00+03,HMA,SVX,SU9
44084,2018-08-22 11:50:00+03,2018-08-22 12:45:00+03,HMA,SVX,SU9
44085,2018-08-13 11:50:00+03,2018-08-13 12:45:00+03,HMA,SVX,SU9
44086,2018-07-21 11:50:00+03,2018-07-21 12:45:00+03,HMA,SVX,SU9
44087,2018-10-30 11:50:00+03,2018-10-30 12:45:00+03,HMA,SVX,SU9
44088,2018-09-11 11:50:00+03,2018-09-11 12:45:00+03,HMA,SVX,SU9
44089,2018-11-08 11:50:00+03,2018-11-08 12:45:00+03,HMA,SVX,SU9
44090,2018-09-29 11:50:00+03,2018-09-29 12:45:00+03,HMA,SVX,SU9
44091,2018-07-20 11:50:00+03,2018-07-20 12:45:00+03,HMA,SVX,SU9
44092,2018-08-18 11:50:00+03,2018-08-18 12:45:00+03,HMA,SVX,SU9
44093,2018-10-22 11:50:00+03,2018-10-22 12:45:00+03,HMA,SVX,SU9
44094,2018-09-15 11:50:00+03,2018-09-15 12:45:00+03,HMA,SVX,SU9
44095,2018-11-12 11:50:00+03,2018-11-12 12:45:00+03,HMA,SVX,SU9
44096,2018-07-23 11:50:00+03,2018-07-23 12:45:00+03,HMA,SVX,SU9
44097,2018-07-16 11:50:00+03,2018-07-16 12:45:00+03,HMA,SVX,SU9
44098,2018-11-04 11:50:00+03,2018-11-04 12:45:00+03,HMA,SVX,SU9
44099,2018-08-28 11:50:00+03,2018-08-28 12:45:00+03,HMA,SVX,SU9
44100,2018-08-26 11:50:00+03,2018-08-26 12:45:00+03,HMA,SVX,SU9
44101,2018-10-17 11:50:00+03,2018-10-17 12:45:00+03,HMA,SVX,SU9
44102,2018-09-14 11:50:00+03,2018-09-14 12:45:00+03,HMA,SVX,SU9
44103,2018-09-25 11:50:00+03,2018-09-25 12:45:00+03,HMA,SVX,SU9
44104,2018-10-23 11:50:00+03,2018-10-23 12:45:00+03,HMA,SVX,SU9
44105,2018-08-23 11:50:00+03,2018-08-23 12:45:00+03,HMA,SVX,SU9
44106,2018-10-21 11:50:00+03,2018-10-21 12:45:00+03,HMA,SVX,SU9
44107,2018-07-27 11:50:00+03,2018-07-27 12:45:00+03,HMA,SVX,SU9
44108,2018-08-01 11:50:00+03,2018-08-01 12:45:00+03,HMA,SVX,SU9
44109,2018-10-14 11:50:00+03,2018-10-14 12:45:00+03,HMA,SVX,SU9
44110,2018-08-03 11:50:00+03,2018-08-03 12:45:00+03,HMA,SVX,SU9
44111,2018-10-20 11:50:00+03,2018-10-20 12:45:00+03,HMA,SVX,SU9
44112,2018-07-25 11:50:00+03,2018-07-25 12:45:00+03,HMA,SVX,SU9
44113,2018-10-28 11:50:00+03,2018-10-28 12:45:00+03,HMA,SVX,SU9
44114,2018-08-25 11:50:00+03,2018-08-25 12:45:00+03,HMA,SVX,SU9
44115,2018-09-13 11:50:00+03,2018-09-13 12:45:00+03,HMA,SVX,SU9
44116,2018-08-12 11:50:00+03,2018-08-12 12:45:00+03,HMA,SVX,SU9
44117,2018-08-27 11:50:00+03,2018-08-27 12:45:00+03,HMA,SVX,SU9
44118,2018-08-30 11:50:00+03,2018-08-30 12:45:00+03,HMA,SVX,SU9
44119,2018-11-07 11:50:00+03,2018-11-07 12:45:00+03,HMA,SVX,SU9
44120,2018-09-17 11:50:00+03,2018-09-17 12:45:00+03,HMA,SVX,SU9
44121,2018-10-13 11:50:00+03,2018-10-13 12:45:00+03,HMA,SVX,SU9
44122,2018-08-09 11:50:00+03,2018-08-09 12:45:00+03,HMA,SVX,SU9
44123,2018-08-05 11:50:00+03,2018-08-05 12:45:00+03,HMA,SVX,SU9
44124,2018-10-03 11:50:00+03,2018-10-03 12:45:00+03,HMA,SVX,SU9
44125,2018-09-28 11:50:00+03,2018-09-28 12:45:00+03,HMA,SVX,SU9
44126,2018-10-09 11:50:00+03,2018-10-09 12:45:00+03,HMA,SVX,SU9
44127,2018-09-10 11:50:00+03,2018-09-10 12:45:00+03,HMA,SVX,SU9
44128,2018-09-26 11:50:00+03,2018-09-26 12:45:00+03,HMA,SVX,SU9
44129,2018-10-26 11:50:00+03,2018-10-26 12:45:00+03,HMA,SVX,SU9
44130,2018-11-05 11:50:00+03,2018-11-05 12:45:00+03,HMA,SVX,SU9
44131,2018-08-24 11:50:00+03,2018-08-24 12:45:00+03,HMA,SVX,SU9
44132,2018-09-02 11:50:00+03,2018-09-02 12:45:00+03,HMA,SVX,SU9
44133,2018-10-06 11:50:00+03,2018-10-06 12:45:00+03,HMA,SVX,SU9
44134,2018-08-07 11:50:00+03,2018-08-07 12:45:00+03,HMA,SVX,SU9
44135,2018-09-07 11:50:00+03,2018-09-07 12:45:00+03,HMA,SVX,SU9
44136,2018-07-15 11:50:00+03,2018-07-15 12:45:00+03,HMA,SVX,SU9
44137,2018-10-27 11:50:00+03,2018-10-27 12:45:00+03,HMA,SVX,SU9
44138,2018-07-24 11:50:00+03,2018-07-24 12:45:00+03,HMA,SVX,SU9
44139,2018-08-20 11:50:00+03,2018-08-20 12:45:00+03,HMA,SVX,SU9
44140,2018-09-06 11:50:00+03,2018-09-06 12:45:00+03,HMA,SVX,SU9
44141,2018-10-04 11:50:00+03,2018-10-04 12:45:00+03,HMA,SVX,SU9
44142,2018-07-19 11:50:00+03,2018-07-19 12:45:00+03,HMA,SVX,SU9
44143,2018-10-15 11:50:00+03,2018-10-15 12:45:00+03,HMA,SVX,SU9
44144,2018-07-29 11:50:00+03,2018-07-29 12:45:00+03,HMA,SVX,SU9
44145,2018-10-16 11:50:00+03,2018-10-16 12:45:00+03,HMA,SVX,SU9
44146,2018-09-23 11:50:00+03,2018-09-23 12:45:00+03,HMA,SVX,SU9
44147,2018-08-15 11:50:00+03,2018-08-15 12:45:00+03,HMA,SVX,SU9
44148,2018-09-09 11:50:00+03,2018-09-09 12:45:00+03,HMA,SVX,SU9
44149,2018-09-03 11:50:00+03,2018-09-03 12:45:00+03,HMA,SVX,SU9
44150,2018-10-19 11:50:00+03,2018-10-19 12:45:00+03,HMA,SVX,SU9
44151,2018-07-30 11:50:00+03,2018-07-30 12:45:00+03,HMA,SVX,SU9
44152,2018-09-20 11:50:00+03,2018-09-20 12:45:00+03,HMA,SVX,SU9
44153,2018-11-09 11:50:00+03,2018-11-09 12:45:00+03,HMA,SVX,SU9
44154,2018-08-12 06:40:00+03,2018-08-12 08:30:00+03,HMA,OSW,CR2
44155,2018-09-09 06:40:00+03,2018-09-09 08:30:00+03,HMA,OSW,CR2
44156,2018-09-02 06:40:00+03,2018-09-02 08:30:00+03,HMA,OSW,CR2
44157,2018-09-23 06:40:00+03,2018-09-23 08:30:00+03,HMA,OSW,CR2
44158,2018-09-16 06:40:00+03,2018-09-16 08:30:00+03,HMA,OSW,CR2
44159,2018-08-05 06:40:00+03,2018-08-05 08:30:00+03,HMA,OSW,CR2
44160,2018-08-19 06:40:00+03,2018-08-19 08:30:00+03,HMA,OSW,CR2
44161,2018-07-22 06:40:00+03,2018-07-22 08:30:00+03,HMA,OSW,CR2
44162,2018-10-14 06:40:00+03,2018-10-14 08:30:00+03,HMA,OSW,CR2
44163,2018-09-30 06:40:00+03,2018-09-30 08:30:00+03,HMA,OSW,CR2
44164,2018-10-07 06:40:00+03,2018-10-07 08:30:00+03,HMA,OSW,CR2
44165,2018-07-29 06:40:00+03,2018-07-29 08:30:00+03,HMA,OSW,CR2
44166,2018-11-04 06:40:00+03,2018-11-04 08:30:00+03,HMA,OSW,CR2
44167,2018-08-26 06:40:00+03,2018-08-26 08:30:00+03,HMA,OSW,CR2
44168,2018-10-21 06:40:00+03,2018-10-21 08:30:00+03,HMA,OSW,CR2
44169,2018-07-15 06:40:00+03,2018-07-15 08:30:00+03,HMA,OSW,CR2
44170,2018-11-11 06:40:00+03,2018-11-11 08:30:00+03,HMA,OSW,CR2
44171,2018-10-28 06:40:00+03,2018-10-28 08:30:00+03,HMA,OSW,CR2
44172,2018-08-21 13:35:00+03,2018-08-21 15:45:00+03,HMA,NUX,CN1
44173,2018-08-21 14:40:00+03,2018-08-21 16:50:00+03,HMA,NUX,CN1
44174,2018-10-11 14:40:00+03,2018-10-11 16:50:00+03,HMA,NUX,CN1
44175,2018-07-19 13:35:00+03,2018-07-19 15:45:00+03,HMA,NUX,CN1
44176,2018-10-19 14:40:00+03,2018-10-19 16:50:00+03,HMA,NUX,CN1
44177,2018-10-23 13:35:00+03,2018-10-23 15:45:00+03,HMA,NUX,CN1
44178,2018-10-19 13:35:00+03,2018-10-19 15:45:00+03,HMA,NUX,CN1
44179,2018-09-22 14:40:00+03,2018-09-22 16:50:00+03,HMA,NUX,CN1
44180,2018-09-24 13:35:00+03,2018-09-24 15:45:00+03,HMA,NUX,CN1
44181,2018-09-26 14:40:00+03,2018-09-26 16:50:00+03,HMA,NUX,CN1
44182,2018-08-04 14:40:00+03,2018-08-04 16:50:00+03,HMA,NUX,CN1
44183,2018-10-10 13:35:00+03,2018-10-10 15:45:00+03,HMA,NUX,CN1
44184,2018-10-23 14:40:00+03,2018-10-23 16:50:00+03,HMA,NUX,CN1
44185,2018-09-10 14:40:00+03,2018-09-10 16:50:00+03,HMA,NUX,CN1
44186,2018-09-03 14:40:00+03,2018-09-03 16:50:00+03,HMA,NUX,CN1
44187,2018-10-10 14:40:00+03,2018-10-10 16:50:00+03,HMA,NUX,CN1
44188,2018-09-10 13:35:00+03,2018-09-10 15:45:00+03,HMA,NUX,CN1
44189,2018-08-18 14:40:00+03,2018-08-18 16:50:00+03,HMA,NUX,CN1
44190,2018-09-20 14:40:00+03,2018-09-20 16:50:00+03,HMA,NUX,CN1
44191,2018-08-05 13:35:00+03,2018-08-05 15:45:00+03,HMA,NUX,CN1
44192,2018-08-18 13:35:00+03,2018-08-18 15:45:00+03,HMA,NUX,CN1
44193,2018-09-03 13:35:00+03,2018-09-03 15:45:00+03,HMA,NUX,CN1
44194,2018-08-05 14:40:00+03,2018-08-05 16:50:00+03,HMA,NUX,CN1
44195,2018-10-24 14:40:00+03,2018-10-24 16:50:00+03,HMA,NUX,CN1
44196,2018-08-07 14:40:00+03,2018-08-07 16:50:00+03,HMA,NUX,CN1
44197,2018-09-14 13:35:00+03,2018-09-14 15:45:00+03,HMA,NUX,CN1
44198,2018-09-14 14:40:00+03,2018-09-14 16:50:00+03,HMA,NUX,CN1
44199,2018-10-24 13:35:00+03,2018-10-24 15:45:00+03,HMA,NUX,CN1
44200,2018-09-20 13:35:00+03,2018-09-20 15:45:00+03,HMA,NUX,CN1
44201,2018-10-25 14:40:00+03,2018-10-25 16:50:00+03,HMA,NUX,CN1
44202,2018-09-04 13:35:00+03,2018-09-04 15:45:00+03,HMA,NUX,CN1
44203,2018-10-11 13:35:00+03,2018-10-11 15:45:00+03,HMA,NUX,CN1
44204,2018-09-04 14:40:00+03,2018-09-04 16:50:00+03,HMA,NUX,CN1
44205,2018-09-15 13:35:00+03,2018-09-15 15:45:00+03,HMA,NUX,CN1
44206,2018-09-22 13:35:00+03,2018-09-22 15:45:00+03,HMA,NUX,CN1
44207,2018-08-04 13:35:00+03,2018-08-04 15:45:00+03,HMA,NUX,CN1
44208,2018-07-17 13:35:00+03,2018-07-17 15:45:00+03,HMA,NUX,CN1
44209,2018-10-12 14:40:00+03,2018-10-12 16:50:00+03,HMA,NUX,CN1
44210,2018-08-25 13:35:00+03,2018-08-25 15:45:00+03,HMA,NUX,CN1
44211,2018-10-25 13:35:00+03,2018-10-25 15:45:00+03,HMA,NUX,CN1
44212,2018-09-01 14:40:00+03,2018-09-01 16:50:00+03,HMA,NUX,CN1
44213,2018-10-12 13:35:00+03,2018-10-12 15:45:00+03,HMA,NUX,CN1
44214,2018-07-17 14:40:00+03,2018-07-17 16:50:00+03,HMA,NUX,CN1
44215,2018-08-31 14:40:00+03,2018-08-31 16:50:00+03,HMA,NUX,CN1
44216,2018-10-18 14:40:00+03,2018-10-18 16:50:00+03,HMA,NUX,CN1
44217,2018-10-18 13:35:00+03,2018-10-18 15:45:00+03,HMA,NUX,CN1
44218,2018-09-01 13:35:00+03,2018-09-01 15:45:00+03,HMA,NUX,CN1
44219,2018-08-25 14:40:00+03,2018-08-25 16:50:00+03,HMA,NUX,CN1
44220,2018-07-25 13:35:00+03,2018-07-25 15:45:00+03,HMA,NUX,CN1
44221,2018-07-28 13:35:00+03,2018-07-28 15:45:00+03,HMA,NUX,CN1
44222,2018-09-19 14:40:00+03,2018-09-19 16:50:00+03,HMA,NUX,CN1
44223,2018-10-15 14:40:00+03,2018-10-15 16:50:00+03,HMA,NUX,CN1
44224,2018-07-28 14:40:00+03,2018-07-28 16:50:00+03,HMA,NUX,CN1
44225,2018-09-13 14:40:00+03,2018-09-13 16:50:00+03,HMA,NUX,CN1
44226,2018-09-09 13:35:00+03,2018-09-09 15:45:00+03,HMA,NUX,CN1
44227,2018-07-31 14:40:00+03,2018-07-31 16:50:00+03,HMA,NUX,CN1
44228,2018-07-31 13:35:00+03,2018-07-31 15:45:00+03,HMA,NUX,CN1
44229,2018-07-15 13:35:00+03,2018-07-15 15:45:00+03,HMA,NUX,CN1
44230,2018-07-15 14:40:00+03,2018-07-15 16:50:00+03,HMA,NUX,CN1
44231,2018-08-13 14:40:00+03,2018-08-13 16:50:00+03,HMA,NUX,CN1
44232,2018-09-23 14:40:00+03,2018-09-23 16:50:00+03,HMA,NUX,CN1
44233,2018-07-20 14:40:00+03,2018-07-20 16:50:00+03,HMA,NUX,CN1
44234,2018-07-20 13:35:00+03,2018-07-20 15:45:00+03,HMA,NUX,CN1
44235,2018-07-25 14:40:00+03,2018-07-25 16:50:00+03,HMA,NUX,CN1
44236,2018-08-13 13:35:00+03,2018-08-13 15:45:00+03,HMA,NUX,CN1
44237,2018-11-04 13:35:00+03,2018-11-04 15:45:00+03,HMA,NUX,CN1
44238,2018-11-04 14:40:00+03,2018-11-04 16:50:00+03,HMA,NUX,CN1
44239,2018-09-23 13:35:00+03,2018-09-23 15:45:00+03,HMA,NUX,CN1
44240,2018-08-19 13:35:00+03,2018-08-19 15:45:00+03,HMA,NUX,CN1
44241,2018-10-15 13:35:00+03,2018-10-15 15:45:00+03,HMA,NUX,CN1
44242,2018-10-28 13:35:00+03,2018-10-28 15:45:00+03,HMA,NUX,CN1
44243,2018-11-12 13:35:00+03,2018-11-12 15:45:00+03,HMA,NUX,CN1
44244,2018-08-07 13:35:00+03,2018-08-07 15:45:00+03,HMA,NUX,CN1
44245,2018-07-26 13:35:00+03,2018-07-26 15:45:00+03,HMA,NUX,CN1
44246,2018-09-29 14:40:00+03,2018-09-29 16:50:00+03,HMA,NUX,CN1
44247,2018-10-28 14:40:00+03,2018-10-28 16:50:00+03,HMA,NUX,CN1
44248,2018-09-15 14:40:00+03,2018-09-15 16:50:00+03,HMA,NUX,CN1
44249,2018-10-16 14:40:00+03,2018-10-16 16:50:00+03,HMA,NUX,CN1
44250,2018-10-16 13:35:00+03,2018-10-16 15:45:00+03,HMA,NUX,CN1
44251,2018-08-08 13:35:00+03,2018-08-08 15:45:00+03,HMA,NUX,CN1
44252,2018-11-10 13:35:00+03,2018-11-10 15:45:00+03,HMA,NUX,CN1
44253,2018-08-02 13:35:00+03,2018-08-02 15:45:00+03,HMA,NUX,CN1
44254,2018-08-30 14:40:00+03,2018-08-30 16:50:00+03,HMA,NUX,CN1
44255,2018-09-06 14:40:00+03,2018-09-06 16:50:00+03,HMA,NUX,CN1
44256,2018-09-09 14:40:00+03,2018-09-09 16:50:00+03,HMA,NUX,CN1
44257,2018-10-31 14:40:00+03,2018-10-31 16:50:00+03,HMA,NUX,CN1
44258,2018-11-10 14:40:00+03,2018-11-10 16:50:00+03,HMA,NUX,CN1
44259,2018-10-01 13:35:00+03,2018-10-01 15:45:00+03,HMA,NUX,CN1
44260,2018-08-03 13:35:00+03,2018-08-03 15:45:00+03,HMA,NUX,CN1
44261,2018-10-05 14:40:00+03,2018-10-05 16:50:00+03,HMA,NUX,CN1
44262,2018-10-05 13:35:00+03,2018-10-05 15:45:00+03,HMA,NUX,CN1
44263,2018-08-14 13:35:00+03,2018-08-14 15:45:00+03,HMA,NUX,CN1
44264,2018-09-27 14:40:00+03,2018-09-27 16:50:00+03,HMA,NUX,CN1
44265,2018-08-14 14:40:00+03,2018-08-14 16:50:00+03,HMA,NUX,CN1
44266,2018-09-27 13:35:00+03,2018-09-27 15:45:00+03,HMA,NUX,CN1
44267,2018-10-01 14:40:00+03,2018-10-01 16:50:00+03,HMA,NUX,CN1
44268,2018-09-13 13:35:00+03,2018-09-13 15:45:00+03,HMA,NUX,CN1
44269,2018-09-06 13:35:00+03,2018-09-06 15:45:00+03,HMA,NUX,CN1
44270,2018-08-11 13:35:00+03,2018-08-11 15:45:00+03,HMA,NUX,CN1
44271,2018-10-31 13:35:00+03,2018-10-31 15:45:00+03,HMA,NUX,CN1
44272,2018-09-08 14:40:00+03,2018-09-08 16:50:00+03,HMA,NUX,CN1
44273,2018-08-01 13:35:00+03,2018-08-01 15:45:00+03,HMA,NUX,CN1
44274,2018-09-02 14:40:00+03,2018-09-02 16:50:00+03,HMA,NUX,CN1
44275,2018-11-01 13:35:00+03,2018-11-01 15:45:00+03,HMA,NUX,CN1
44276,2018-11-07 14:40:00+03,2018-11-07 16:50:00+03,HMA,NUX,CN1
44277,2018-08-01 14:40:00+03,2018-08-01 16:50:00+03,HMA,NUX,CN1
44278,2018-09-26 13:35:00+03,2018-09-26 15:45:00+03,HMA,NUX,CN1
44279,2018-10-03 14:40:00+03,2018-10-03 16:50:00+03,HMA,NUX,CN1
44280,2018-09-11 14:40:00+03,2018-09-11 16:50:00+03,HMA,NUX,CN1
44281,2018-08-19 14:40:00+03,2018-08-19 16:50:00+03,HMA,NUX,CN1
44282,2018-09-11 13:35:00+03,2018-09-11 15:45:00+03,HMA,NUX,CN1
44283,2018-08-10 13:35:00+03,2018-08-10 15:45:00+03,HMA,NUX,CN1
44284,2018-07-21 13:35:00+03,2018-07-21 15:45:00+03,HMA,NUX,CN1
44285,2018-07-21 14:40:00+03,2018-07-21 16:50:00+03,HMA,NUX,CN1
44286,2018-10-22 13:35:00+03,2018-10-22 15:45:00+03,HMA,NUX,CN1
44287,2018-10-22 14:40:00+03,2018-10-22 16:50:00+03,HMA,NUX,CN1
44288,2018-07-27 13:35:00+03,2018-07-27 15:45:00+03,HMA,NUX,CN1
44289,2018-07-27 14:40:00+03,2018-07-27 16:50:00+03,HMA,NUX,CN1
44290,2018-08-02 14:40:00+03,2018-08-02 16:50:00+03,HMA,NUX,CN1
44291,2018-09-07 13:35:00+03,2018-09-07 15:45:00+03,HMA,NUX,CN1
44292,2018-08-24 14:40:00+03,2018-08-24 16:50:00+03,HMA,NUX,CN1
44293,2018-08-24 13:35:00+03,2018-08-24 15:45:00+03,HMA,NUX,CN1
44294,2018-09-12 13:35:00+03,2018-09-12 15:45:00+03,HMA,NUX,CN1
44295,2018-07-29 14:40:00+03,2018-07-29 16:50:00+03,HMA,NUX,CN1
44296,2018-08-10 14:40:00+03,2018-08-10 16:50:00+03,HMA,NUX,CN1
44297,2018-08-22 13:35:00+03,2018-08-22 15:45:00+03,HMA,NUX,CN1
44298,2018-11-08 13:35:00+03,2018-11-08 15:45:00+03,HMA,NUX,CN1
44299,2018-11-06 14:40:00+03,2018-11-06 16:50:00+03,HMA,NUX,CN1
44300,2018-11-06 13:35:00+03,2018-11-06 15:45:00+03,HMA,NUX,CN1
44301,2018-09-12 14:40:00+03,2018-09-12 16:50:00+03,HMA,NUX,CN1
44302,2018-10-06 13:35:00+03,2018-10-06 15:45:00+03,HMA,NUX,CN1
44303,2018-10-06 14:40:00+03,2018-10-06 16:50:00+03,HMA,NUX,CN1
44304,2018-10-14 13:35:00+03,2018-10-14 15:45:00+03,HMA,NUX,CN1
44305,2018-07-29 13:35:00+03,2018-07-29 15:45:00+03,HMA,NUX,CN1
44306,2018-08-28 14:40:00+03,2018-08-28 16:50:00+03,HMA,NUX,CN1
44307,2018-09-07 14:40:00+03,2018-09-07 16:50:00+03,HMA,NUX,CN1
44308,2018-10-30 13:35:00+03,2018-10-30 15:45:00+03,HMA,NUX,CN1
44309,2018-10-30 14:40:00+03,2018-10-30 16:50:00+03,HMA,NUX,CN1
44310,2018-08-28 13:35:00+03,2018-08-28 15:45:00+03,HMA,NUX,CN1
44311,2018-08-20 14:40:00+03,2018-08-20 16:50:00+03,HMA,NUX,CN1
44312,2018-10-03 13:35:00+03,2018-10-03 15:45:00+03,HMA,NUX,CN1
44313,2018-10-09 13:35:00+03,2018-10-09 15:45:00+03,HMA,NUX,CN1
44314,2018-08-20 13:35:00+03,2018-08-20 15:45:00+03,HMA,NUX,CN1
44315,2018-08-22 14:40:00+03,2018-08-22 16:50:00+03,HMA,NUX,CN1
44316,2018-10-09 14:40:00+03,2018-10-09 16:50:00+03,HMA,NUX,CN1
44317,2018-09-08 13:35:00+03,2018-09-08 15:45:00+03,HMA,NUX,CN1
44318,2018-08-11 14:40:00+03,2018-08-11 16:50:00+03,HMA,NUX,CN1
44319,2018-10-20 13:35:00+03,2018-10-20 15:45:00+03,HMA,NUX,CN1
44320,2018-10-20 14:40:00+03,2018-10-20 16:50:00+03,HMA,NUX,CN1
44321,2018-10-26 13:35:00+03,2018-10-26 15:45:00+03,HMA,NUX,CN1
44322,2018-10-04 13:35:00+03,2018-10-04 15:45:00+03,HMA,NUX,CN1
44323,2018-10-04 14:40:00+03,2018-10-04 16:50:00+03,HMA,NUX,CN1
44324,2018-10-13 13:35:00+03,2018-10-13 15:45:00+03,HMA,NUX,CN1
44325,2018-07-18 14:40:00+03,2018-07-18 16:50:00+03,HMA,NUX,CN1
44326,2018-07-18 13:35:00+03,2018-07-18 15:45:00+03,HMA,NUX,CN1
44327,2018-10-17 14:40:00+03,2018-10-17 16:50:00+03,HMA,NUX,CN1
44328,2018-08-06 14:40:00+03,2018-08-06 16:50:00+03,HMA,NUX,CN1
44329,2018-10-26 14:40:00+03,2018-10-26 16:50:00+03,HMA,NUX,CN1
44330,2018-09-16 14:40:00+03,2018-09-16 16:50:00+03,HMA,NUX,CN1
44331,2018-10-13 14:40:00+03,2018-10-13 16:50:00+03,HMA,NUX,CN1
44332,2018-08-09 14:40:00+03,2018-08-09 16:50:00+03,HMA,NUX,CN1
44333,2018-07-30 14:40:00+03,2018-07-30 16:50:00+03,HMA,NUX,CN1
44334,2018-07-30 13:35:00+03,2018-07-30 15:45:00+03,HMA,NUX,CN1
44335,2018-08-09 13:35:00+03,2018-08-09 15:45:00+03,HMA,NUX,CN1
44336,2018-10-17 13:35:00+03,2018-10-17 15:45:00+03,HMA,NUX,CN1
44337,2018-11-05 13:35:00+03,2018-11-05 15:45:00+03,HMA,NUX,CN1
44338,2018-11-05 14:40:00+03,2018-11-05 16:50:00+03,HMA,NUX,CN1
44339,2018-08-06 13:35:00+03,2018-08-06 15:45:00+03,HMA,NUX,CN1
44340,2018-10-27 14:40:00+03,2018-10-27 16:50:00+03,HMA,NUX,CN1
44341,2018-11-11 14:40:00+03,2018-11-11 16:50:00+03,HMA,NUX,CN1
44342,2018-10-27 13:35:00+03,2018-10-27 15:45:00+03,HMA,NUX,CN1
44343,2018-11-11 13:35:00+03,2018-11-11 15:45:00+03,HMA,NUX,CN1
44344,2018-10-29 13:35:00+03,2018-10-29 15:45:00+03,HMA,NUX,CN1
44345,2018-07-26 14:40:00+03,2018-07-26 16:50:00+03,HMA,NUX,CN1
44346,2018-10-14 14:40:00+03,2018-10-14 16:50:00+03,HMA,NUX,CN1
44347,2018-11-09 14:40:00+03,2018-11-09 16:50:00+03,HMA,NUX,CN1
44348,2018-10-29 14:40:00+03,2018-10-29 16:50:00+03,HMA,NUX,CN1
44349,2018-11-09 13:35:00+03,2018-11-09 15:45:00+03,HMA,NUX,CN1
44350,2018-08-08 14:40:00+03,2018-08-08 16:50:00+03,HMA,NUX,CN1
44351,2018-08-27 13:35:00+03,2018-08-27 15:45:00+03,HMA,NUX,CN1
44352,2018-08-17 13:35:00+03,2018-08-17 15:45:00+03,HMA,NUX,CN1
44353,2018-11-02 13:35:00+03,2018-11-02 15:45:00+03,HMA,NUX,CN1
44354,2018-11-02 14:40:00+03,2018-11-02 16:50:00+03,HMA,NUX,CN1
44355,2018-09-28 13:35:00+03,2018-09-28 15:45:00+03,HMA,NUX,CN1
44356,2018-08-17 14:40:00+03,2018-08-17 16:50:00+03,HMA,NUX,CN1
44357,2018-10-07 14:40:00+03,2018-10-07 16:50:00+03,HMA,NUX,CN1
44358,2018-09-28 14:40:00+03,2018-09-28 16:50:00+03,HMA,NUX,CN1
44359,2018-10-07 13:35:00+03,2018-10-07 15:45:00+03,HMA,NUX,CN1
44360,2018-08-27 14:40:00+03,2018-08-27 16:50:00+03,HMA,NUX,CN1
44361,2018-08-16 13:35:00+03,2018-08-16 15:45:00+03,HMA,NUX,CN1
44362,2018-08-15 13:35:00+03,2018-08-15 15:45:00+03,HMA,NUX,CN1
44363,2018-09-21 13:35:00+03,2018-09-21 15:45:00+03,HMA,NUX,CN1
44364,2018-08-16 14:40:00+03,2018-08-16 16:50:00+03,HMA,NUX,CN1
44365,2018-09-21 14:40:00+03,2018-09-21 16:50:00+03,HMA,NUX,CN1
44366,2018-08-15 14:40:00+03,2018-08-15 16:50:00+03,HMA,NUX,CN1
44367,2018-09-24 14:40:00+03,2018-09-24 16:50:00+03,HMA,NUX,CN1
44368,2018-09-05 13:35:00+03,2018-09-05 15:45:00+03,HMA,NUX,CN1
44369,2018-09-05 14:40:00+03,2018-09-05 16:50:00+03,HMA,NUX,CN1
44370,2018-09-18 13:35:00+03,2018-09-18 15:45:00+03,HMA,NUX,CN1
44371,2018-11-01 14:40:00+03,2018-11-01 16:50:00+03,HMA,NUX,CN1
44372,2018-09-18 14:40:00+03,2018-09-18 16:50:00+03,HMA,NUX,CN1
44373,2018-07-23 14:40:00+03,2018-07-23 16:50:00+03,HMA,NUX,CN1
44374,2018-07-23 13:35:00+03,2018-07-23 15:45:00+03,HMA,NUX,CN1
44375,2018-11-12 14:40:00+03,2018-11-12 16:50:00+03,HMA,NUX,CN1
44376,2018-08-12 14:40:00+03,2018-08-12 16:50:00+03,HMA,NUX,CN1
44377,2018-09-30 13:35:00+03,2018-09-30 15:45:00+03,HMA,NUX,CN1
44378,2018-09-30 14:40:00+03,2018-09-30 16:50:00+03,HMA,NUX,CN1
